"sgdid"	"type"	"qual"	"name"	"gene"	"alias"	"parent"	"sgdid2"	"chrom"	"start"	"end"	"strand"	"genpos"	"cver"	"sver"	"desc"
"305"	"S000006107"	"ORF"	"Verified"	"YPL186C"	"UIP4"	""	"chromosome 16"	""	"16"	195426	194512	"C"	NA	"2011-02-03"	"1996-07-31"	"Protein that interacts with Ulp1p; a Ubl (ubiquitin-like protein)-specific protease for Smt3p protein conjugates; detected in a phosphorylated state in the mitochondrial outer membrane; also detected in ER and nuclear envelope"
"306"	"S000007224"	"ORF"	"Verified"	"YPL183W-A"	"RTC6"	"putative mitochondrial 54S ribosomal protein RTC6|TAE4|GON5"	"chromosome 16"	""	"16"	199095	199376	"W"	NA	"2011-02-03"	"1999-07-17"	"Protein involved in translation; mutants have defects in biogenesis of nuclear ribosomes; sequence similar to prokaryotic ribosomal protein L36, may be a mitochondrial ribosomal protein; protein abundance increases in response to DNA replication stress"
"307"	"S000006093"	"ORF"	"Verified"	"YPL172C"	"COX10"	"protoheme IX farnesyltransferase"	"chromosome 16"	"L000000394"	"16"	225741	224353	"C"	NA	"2011-02-03"	"1996-07-31"	"Heme A:farnesyltransferase; catalyzes first step in conversion of protoheme to heme A prosthetic group required for cytochrome c oxidase activity; human ortholog COX10 can complement yeast cox10 null mutant; human ortholog COX10 is associated with mitochondrial disorders"
"308"	"S000006091"	"ORF"	"Verified"	"YPL170W"	"DAP1"	""	"chromosome 16"	""	"16"	228314	228772	"W"	NA	"2011-02-03"	"1996-07-31"	"Heme-binding protein; involved in regulation of cytochrome P450 protein Erg11p; damage response protein, related to mammalian membrane progesterone receptors; mutations lead to defects in telomeres, mitochondria, and sterol synthesis"
"309"	"S000006080"	"ORF"	"Verified"	"YPL159C"	"PET20"	""	"chromosome 16"	""	"16"	251668	250907	"C"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial protein; required for respiratory growth under some conditions and for stability of the mitochondrial genome"
"310"	"S000006079"	"ORF"	"Verified"	"YPL158C"	"AIM44"	"GPS1"	"chromosome 16"	""	"16"	254310	252034	"C"	NA	"2011-02-03"	"1996-07-31"	"Protein that regulates Cdc42p and Rho1p; functions in the late steps of cytokinesis and cell separation; sustains Rho1p at the cell division site after actomyosin ring contraction; inhibits the activation of Cdc42-Cla4 at the cell division site to prevent budding inside the old bud neck; transcription is regulated by Swi5p; null mutant displays elevated frequency of mitochondrial genome loss; relocalizes from bud neck to cytoplasm upon DNA replication stress"
"311"	"S000006074"	"ORF"	"Verified"	"YPL153C"	"RAD53"	"serine/threonine/tyrosine protein kinase RAD53|SPK1|MEC2|LSD1"	"chromosome 16"	"L000001573"	"16"	264192	261727	"C"	-109	"2011-02-03"	"1996-07-31"	"DNA damage response protein kinase; required for cell-cycle arrest, regulation of copper genes in response to DNA damage; phosphorylates nuclear pores to counteract gene gating, preventing aberrant transitions at forks approaching transcribed genes; activates downstream kinase Dun1p; differentially senses mtDNA depletion, mitochondrial ROS; relocalizes to cytosol under hypoxia; human homolog CHEK2 implicated in breast cancer can complement yeast null mutant"
"312"	"S000006069"	"ORF"	"Verified"	"YPL148C"	"PPT2"	"holo-[acyl-carrier-protein] synthase"	"chromosome 16"	"L000004400"	"16"	272815	272294	"C"	NA	"2011-02-03"	"2003-09-22|1996-07-31"	"Phosphopantetheine:protein transferase (PPTase); activates mitochondrial acyl carrier protein (Acp1p) by phosphopantetheinylation"
"313"	"S000006056"	"ORF"	"Verified"	"YPL135W"	"ISU1"	"iron-binding protein ISU1|NUA1"	"chromosome 16"	"L000004769"	"16"	297553	298050	"W"	NA	"2011-02-03"	"1996-07-31"	"Conserved protein of the mitochondrial matrix; performs a scaffolding function during assembly of iron-sulfur clusters, interacts physically and functionally with yeast frataxin (Yfh1p); ISU1 has a paralog, ISU2, that arose from the whole genome duplication; isu1 isu2 double mutant is inviable; human homolog ISCU implicated in mitochondrial myopathy, can complement isu1 isu2 double mutant"
"314"	"S000006055"	"ORF"	"Verified"	"YPL134C"	"ODC1"	"mitochondrial 2-oxodicarboxylate carrier"	"chromosome 16"	"S000007520"	"16"	299503	298571	"C"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial inner membrane transporter; 2-oxodicarboxylate transporter, exports 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol for lysine and glutamate biosynthesis and lysine catabolism; suppresses, in multicopy, an fmc1 null mutation; ODC1 has a paralog, ODC2, that arose from the whole genome duplication"
"315"	"S000006053"	"ORF"	"Verified"	"YPL132W"	"COX11"	"PSO7|LPI13"	"chromosome 16"	"L000000395|L000004044"	"16"	301716	302618	"W"	NA	"2011-02-03"	"1996-07-31"	"Protein required for delivery of copper to Cox1p; mitochondrial inner membrane protein; association with mitochondrial ribosomes suggests that copper delivery may occur during translation of Cox1p"
"316"	"S000006024"	"ORF"	"Verified"	"YPL103C"	"FMP30"	"N-acetylphosphatidylethanolamine-hydrolyzing phospholipase D"	"chromosome 16"	""	"16"	359406	358000	"C"	NA	"2011-02-03"	"1996-07-31"	"Protein with a role in maintaining mitochondrial morphology; also involved in maintaining normal cardiolipin levels; mitochondrial inner membrane protein; proposed to be involved in N-acylethanolamine metabolism; related to mammalian N-acylPE-specific phospholipase D"
"317"	"S000006020"	"ORF"	"Verified"	"YPL099C"	"INA17"	"AIM43|FMP14"	"chromosome 16"	""	"16"	364068	363520	"C"	NA	"2011-02-03"	"1996-07-31"	"F1F0 ATPase synthase peripheral stalk assembly factor; subunit of the matrix-exposed inner mitochondrial membrane localized INA complex (Ina22p-Ina17p) involved in assembly of the F1F0 peripheral stalk; co-purifies with Ina22p and ATP synthase subunits; null mutant displays elevated frequency of mitochondrial genome loss and has a respiratory growth defect"
"318"	"S000006019"	"ORF"	"Verified"	"YPL098C"	"MGR2"	""	"chromosome 16"	""	"16"	364727	364386	"C"	NA	"2011-02-03"	"1996-07-31"	"Subunit of the TIM23 translocase complex; acts to couple Tim21p with the core Tim23 translocase; provides quality control for insertion of membrane proteins by regulating their release into the inner membrane by the TIM23 complex; absolutely required for mitochondrial import of presequence-containing proteins at elevated temperature; required for viability of cells lacking the mitochondrial genome (petite-negative phenotype)"
"319"	"S000006012"	"ORF"	"Verified"	"YPL091W"	"GLR1"	"glutathione-disulfide reductase GLR1|LPG17"	"chromosome 16"	"L000000714"	"16"	375502	376953	"W"	NA	"2011-02-03"	"1996-07-31"	"Cytosolic and mitochondrial glutathione oxidoreductase; converts oxidized glutathione to reduced glutathione; cytosolic Glr1p is the main determinant of the glutathione redox state of the mitochondrial intermembrane space; mitochondrial Glr1p has a role in resistance to hyperoxia; protein abundance increases in response to DNA replication stress"
"320"	"S000006004"	"ORF"	"Verified"	"YPL083C"	"SEN54"	"tRNA splicing endonuclease subunit SEN54"	"chromosome 16"	"L000003974"	"16"	398105	396702	"C"	NA	"2011-02-03"	"1996-07-31"	"Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease (Sen complex) is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface"
"321"	"S000005999"	"ORF"	"Verified"	"YPL078C"	"ATP4"	"F1F0 ATP synthase subunit 4|LPF7"	"chromosome 16"	"L000000144"	"16"	408744	408010	"C"	NA	"2011-02-03"	"1996-07-31"	"Subunit b of the stator stalk of mitochondrial F1F0 ATP synthase; ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis; contributes to the oligomerization of the complex, which in turn determines the shape of inner membrane cristae; phosphorylated"
"322"	"S000005993"	"ORF"	"Verified"	"YPL072W"	"UBP16"	"putative ubiquitin-specific protease UBP16"	"chromosome 16"	"L000004590"	"16"	418512	420011	"W"	NA	"2011-02-03"	"1996-07-31"	"Deubiquitinating enzyme anchored to the outer mitochondrial membrane; probably not important for general mitochondrial functioning, but may perform a more specialized function at mitochondria"
"323"	"S000005984"	"ORF"	"Verified"	"YPL063W"	"TIM50"	"protein translocase subunit TIM50"	"chromosome 16"	""	"16"	429939	431369	"W"	NA	"2011-02-03"	"1996-07-31"	"Essential component of the TIM23 complex; acts as receptor for the translocase of the inner mitochondrial membrane (TIM23) complex guiding incoming precursors from the TOM complex; may control the gating of the Tim23p-Tim17p channel"
"324"	"S000005982"	"ORF"	"Verified"	"YPL061W"	"ALD6"	"aldehyde dehydrogenase (NADP(+)) ALD6|ALD1"	"chromosome 16"	"L000003206"	"16"	432588	434090	"W"	NA	"2011-02-03"	"1996-07-31"	"Cytosolic aldehyde dehydrogenase; activated by Mg2+ and utilizes NADP+ as the preferred coenzyme; required for conversion of acetaldehyde to acetate; constitutively expressed; locates to the mitochondrial outer surface upon oxidative stress"
"325"	"S000005981"	"ORF"	"Verified"	"YPL060W"	"MFM1"	"LPE10"	"chromosome 16"	""	"16"	434523	435764	"W"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial inner membrane magnesium transporter; involved in maintenance of mitochondrial magnesium concentrations and membrane potential; indirectly affects splicing of group II introns; functionally and structurally related to Mrs2p"
"326"	"S000005980"	"ORF"	"Verified"	"YPL059W"	"GRX5"	"monothiol glutaredoxin GRX5"	"chromosome 16"	"S000007446"	"16"	444579	445031	"W"	NA	"2011-02-03"	"1996-07-31"	"Glutathione-dependent oxidoreductase; mitochondrial matrix protein involved at an early step in the biogenesis of iron-sulfur centers along with Bol1p; hydroperoxide and superoxide-radical responsive; monothiol glutaredoxin subfamily member along with Grx3p and Grx4p"
"327"	"S000005961"	"ORF"	"Verified"	"YPL040C"	"ISM1"	"isoleucine--tRNA ligase ISM1"	"chromosome 16"	"L000002648"	"16"	479001	475993	"C"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial isoleucyl-tRNA synthetase; null mutant is deficient in respiratory growth; human homolog IARS2 implicated in mitochondrial diseases, can partially complement yeast null mutant"
"328"	"S000005950"	"ORF"	"Verified"	"YPL029W"	"SUV3"	"ATP-dependent RNA helicase SUV3|LPB2"	"chromosome 16"	"L000002247"	"16"	495506	497719	"W"	NA	"2011-02-03"	"1996-07-31"	"ATP-dependent RNA helicase; component of the mitochondrial degradosome along with the RNase Dss1p; the degradosome associates with the ribosome and mediates RNA turnover; also required during splicing of the COX1 AI5_beta intron; expression of a processed form of human homolog SUPV3L1 carrying an N-terminal deletion of 46 amino acids rescues yeast suv3 null mutant"
"329"	"S000005926"	"ORF"	"Verified"	"YPL005W"	"AEP3"	""	"chromosome 16"	""	"16"	548486	550306	"W"	NA	"2011-02-03"	"1996-07-31"	"Peripheral mitochondrial inner membrane protein; may facilitate use of unformylated tRNA-Met in mitochondrial translation initiation; stabilizes the bicistronic AAP1-ATP6 mRNA"
"330"	"S000006205"	"ORF"	"Verified"	"YPR001W"	"CIT3"	"citrate (Si)-synthase CIT3"	"chromosome 16"	"L000002855"	"16"	556377	557837	"W"	NA	"2011-02-03"	"1996-07-31"	"Dual specificity mitochondrial citrate and methylcitrate synthase; catalyzes the condensation of acetyl-CoA and oxaloacetate to form citrate and that of propionyl-CoA and oxaloacetate to form 2-methylcitrate"
"331"	"S000006206"	"ORF"	"Verified"	"YPR002W"	"PDH1"	"putative 2-methylcitrate dehydratase"	"chromosome 16"	""	"16"	558385	559935	"W"	NA	"2011-02-03"	"1996-07-31"	"Putative 2-methylcitrate dehydratase; mitochondrial protein that participates in respiration; induced by diauxic shift; homologous to E. coli PrpD, may take part in the conversion of 2-methylcitrate to 2-methylisocitrate"
"332"	"S000006208"	"ORF"	"Verified"	"YPR004C"	"AIM45"	""	"chromosome 16"	""	"16"	565041	564007	"C"	NA	"2011-02-03"	"1996-07-31"	"Putative ortholog of mammalian ETF-alpha; interacts with frataxin, Yfh1p; null mutant displays elevated frequency of mitochondrial genome loss; may have a role in oxidative stress response; ETF-alpha is an electron transfer flavoprotein complex subunit"
"333"	"S000006210"	"ORF"	"Verified"	"YPR006C"	"ICL2"	"methylisocitrate lyase ICL2"	"chromosome 16"	"L000004095"	"16"	568996	567269	"C"	NA	"2011-02-03"	"1996-07-31"	"2-methylisocitrate lyase of the mitochondrial matrix; functions in the methylcitrate cycle to catalyze the conversion of 2-methylisocitrate to succinate and pyruvate; ICL2 transcription is repressed by glucose and induced by ethanol"
"334"	"S000006628"	"tRNA_gene"	""	"tK(CUU)P"	""	""	"chromosome 16"	"L000003722"	"16"	582062	582134	"W"	NA	"2011-02-03"	"2000-05-19"	"Lysine tRNA (tRNA-Lys), predicted by tRNAscan-SE analysis; a small portion is imported into mitochondria via interaction with mt lysyl-tRNA synthetase Msk1p and is necessary to decode AAG codons at high temperature, when base modification of mt-encoded tRNA-Lys is reduced"
"335"	"S000006215"	"ORF"	"Verified"	"YPR011C"	""	""	"chromosome 16"	""	"16"	584042	583062	"C"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial transporter; major substrates are adenosine 5'-phosphosulfate (APS) and 3'-phospho-adenosine 5'-phosphosulfate (PAPS); member of the mitochondrial carrier family; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"336"	"S000006224"	"ORF"	"Verified"	"YPR020W"	"ATP20"	"F1F0 ATP synthase subunit g"	"chromosome 16"	"L000004738"	"16"	599870	600217	"W"	NA	"2011-02-03"	"1996-07-31"	"Subunit g of the mitochondrial F1F0 ATP synthase; reversibly phosphorylated on two residues; unphosphorylated form is required for dimerization of the ATP synthase complex, which in turn determines oligomerization of the complex and the shape of inner membrane cristae"
"337"	"S000006228"	"ORF"	"Verified"	"YPR024W"	"YME1"	"i-AAA protease YME1|YTA11|OSD1"	"chromosome 16"	"L000002522"	"16"	610481	612724	"W"	NA	"2011-02-03"	"1996-07-31"	"Catalytic subunit of i-AAA protease complex; complex is located in mitochondrial inner membrane; responsible for degradation of unfolded or misfolded mitochondrial gene products; serves as nonconventional translocation motor to pull PNPase into intermembrane space; also has role in intermembrane space protein folding; mutation causes elevated rate of mitochondrial turnover; human homolog YME1L1 can complement yeast null mutant"
"338"	"S000006232"	"ORF"	"Verified"	"YPR028W"	"YOP1"	"YIP2"	"chromosome 16"	"L000004674"	"16"	623527	624202	"W"	NA	"2011-02-03"	"1996-07-31"	"Reticulon-interacting protein; ER integral membrane protein involved in the generation of tubular ER morphology; promotes membrane curvature; forms tubules in vitro; regulates the ER asymmetry-induced inheritance block during ER stress; role in ER-derived peroxisomal biogenesis; interacts with Yip1p to mediate membrane traffic and with Sey1p to maintain ER morphology; facilitates lipid exchange between the ER and mitochondria; forms ER foci upon DNA replication stress"
"339"	"S000006237"	"ORF"	"Verified"	"YPR033C"	"HTS1"	"TS4572|histidine--tRNA ligase|TSM4572"	"chromosome 16"	"L000000832|S000029607|L000002364"	"16"	639019	637379	"C"	26	"2011-02-03"	"1996-07-31"	"Cytoplasmic and mitochondrial histidine tRNA synthetase; efficient mitochondrial localization requires both a presequence and an amino-terminal sequence; mutations in human ortholog HARS2 are associated with Perrault syndrome"
"340"	"S000006253"	"ORF"	"Verified"	"YPR049C"	"ATG11"	"autophagy protein ATG11|CVT3|CVT9"	"chromosome 16"	"L000004760|L000004756|S000029130"	"16"	664673	661137	"C"	NA	"2011-02-03"	"1996-07-31"	"Adapter protein for pexophagy and the Cvt targeting pathway; directs receptor-bound cargo to the phagophore assembly site (PAS) for packaging into vesicles; required for recruiting other proteins to the PAS; recruits Dnm1p to facilitate fission of mitochondria that are destined for removal by mitophagy"
"341"	"S000006262"	"ORF"	"Verified"	"YPR058W"	"YMC1"	"organic acid transporter"	"chromosome 16"	"L000002520"	"16"	673751	674674	"W"	39.7	"2011-02-03"	"1996-07-31"	"Secondary mitochondrial inner membrane glycine transporter; required with HEM25 for the transport of glycine into mitochondria for the initiation of heme biosynthesis; proposed role in oleate metabolism and glutamate biosynthesis; member of the mitochondrial carrier (MCF) family; localizes to the vacuole in response to H2O2; YMC1 has a paralog, YMC2, that arose from the whole genome duplication"
"342"	"S000006271"	"ORF"	"Verified"	"YPR067W"	"ISA2"	""	"chromosome 16"	"L000004955"	"16"	682220	682777	"W"	NA	"2011-02-03"	"1996-07-31"	"Protein required for maturation of mitochondrial [4Fe-4S] proteins; functions in a complex with Isa1p and possibly Iba57p; localizes to the mitochondrial intermembrane space, overexpression of ISA2 suppresses grx5 mutations"
"343"	"S000006287"	"ORF"	"Verified"	"YPR083W"	"MDM36"	""	"chromosome 16"	""	"16"	704854	706593	"W"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial protein; required for normal mitochondrial morphology and inheritance; component of the mitochondria-ER-cortex-ancor (MECA); interacts with Num1p to link the ER and mitochondria at the cell cortex; proposed involvement in the formation of Dnm1p and Num1p-containing cortical anchor complexes that promote mitochondrial fission"
"344"	"S000006295"	"ORF"	"Verified"	"YPR091C"	"NVJ2"	""	"chromosome 16"	""	"16"	718468	716156	"C"	NA	"2011-02-03"	"1996-07-31"	"Lipid-binding ER protein, enriched at nucleus-vacuolar junctions (NVJ); may be involved in sterol metabolism or signaling at the NVJ; contains a synaptotagmin-like-mitochondrial-lipid binding protein (SMP) domain; binds phosphatidylinositols and other lipids in a large-scale study; may interact with ribosomes, based on co-purification experiments"
"345"	"S000006301"	"ORF"	"Verified"	"YPR097W"	""	""	"chromosome 16"	""	"16"	725394	728615	"W"	NA	"2011-02-03"	"1996-07-31|2011-02-03"	"Protein that contains a PX domain and binds phosphoinositides; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; PX stands for Phox homology"
"346"	"S000006302"	"ORF"	"Verified"	"YPR098C"	""	""	"chromosome 16"	""	"16"	729528	728947	"C"	NA	"2011-02-03"	"2003-09-27|1996-07-31"	"Protein of unknown function; localized to the mitochondrial outer membrane"
"347"	"S000006320"	"ORF"	"Verified"	"YPR116W"	"RRG8"	""	"chromosome 16"	""	"16"	758648	759481	"W"	NA	"2011-02-03"	"1996-07-31"	"Protein of unknown function; required for mitochondrial genome maintenance; null mutation results in a decrease in plasma membrane electron transport"
"348"	"S000006329"	"ORF"	"Verified"	"YPR125W"	"YLH47"	"MRS7"	"chromosome 16"	""	"16"	787961	789325	"W"	NA	"2011-02-03"	"1996-07-31"	"Mitochondrial inner membrane protein; exposed to the mitochondrial matrix; associates with mitochondrial ribosomes; NOT required for respiratory growth; homolog of human Letm1, a protein implicated in Wolf-Hirschhorn syndrome"
"349"	"S000006433"	"ORF"	"Verified"	"YPR133W-A"	"TOM5"	"MOM8A"	"chromosome 16"	"L000003249"	"16"	797557	797709	"W"	NA	"2011-02-03"	"1999-07-17"	"Component of the TOM (translocase of outer membrane) complex; responsible for recognition and initial import of all mitochondrially directed proteins; involved in transfer of precursors from the Tom70p and Tom20p receptors to the Tom40p pore"
"350"	"S000006338"	"ORF"	"Verified"	"YPR134W"	"MSS18"	""	"chromosome 16"	"L000001204"	"16"	798051	798857	"W"	NA	"2011-02-03"	"1996-07-31"	"Nuclear encoded protein needed for splicing of mitochondrial intron; required for efficient splicing of mitochondrial COX1 aI5beta intron; mss18 mutations block cleavage of 5' exon - intron junction; phenotype of intronless strain suggests additional functions"
"351"	"S000006344"	"ORF"	"Verified"	"YPR140W"	"TAZ1"	"lysophosphatidylcholine acyltransferase"	"chromosome 16"	""	"16"	814391	815536	"W"	NA	"2011-02-03"	"1996-07-31"	"Lyso-phosphatidylcholine acyltransferase; required for normal phospholipid content of mitochondrial membranes; major determinant of the final acyl chain composition of the mitochondrial-specific phospholipid cardiolipin; mutations in human ortholog tafazzin (TAZ) cause Barth syndrome, a rare X-linked disease characterized by skeletal and cardiomyopathy and bouts of cyclic neutropenia; a specific splice variant of human TAZ can complement yeast null mutant"
"352"	"S000006355"	"ORF"	"Verified"	"YPR151C"	"SUE1"	""	"chromosome 16"	""	"16"	831675	831055	"C"	NA	"2011-02-03"	"1996-07-31"	"Protein required for degradation of unstable forms of cytochrome c; located in the mitochondria"
"353"	"S000006359"	"ORF"	"Verified"	"YPR155C"	"NCA2"	""	"chromosome 16"	"L000003161"	"16"	837413	835563	"C"	NA	"2011-02-03"	"1996-07-31"	"Protein that regulates expression of Fo-F1 ATP synthase subunits; involved in the regulation of mitochondrial expression of subunits 6 (Atp6p) and 8 (Atp8p) of the Fo-F1 ATP synthase; functions with Nca3p"
"354"	"S000006388"	"ORF"	"Verified"	"YPR184W"	"GDB1"	"bifunctional 4-alpha-glucanotransferase/amylo-alpha-1,6-glucosidase"	"chromosome 16"	""	"16"	902044	906654	"W"	NA	"2011-02-03"	"1996-07-31"	"Glycogen debranching enzyme; contains glucanotranferase and alpha-1,6-amyloglucosidase activities; required for glycogen degradation; phosphorylated in mitochondria; activity is inhibited by Igd1p; protein abundance increases in response to DNA replication stress"
"355"	"S000006395"	"ORF"	"Verified"	"YPR191W"	"QCR2"	"ubiquinol--cytochrome-c reductase subunit 2|UCR2|COR2"	"chromosome 16"	"L000001545"	"16"	919381	920487	"W"	NA	"2011-02-03"	"1996-07-31"	"Subunit 2 of ubiquinol cytochrome-c reductase (Complex III); Complex III is a component of the mitochondrial inner membrane electron transport chain; phosphorylated; transcription is regulated by Hap1p, Hap2p/Hap3p, and heme"
"356"	"S000007287"	"rRNA_gene"	""	"Q0020"	"15S_RRNA"	"14s rRNA|15S_RRNA_2"	"chromosome 17"	"L000004882"	"17"	6546	8194	"W"	NA	"2000-05-19"	"2000-05-19"	"Ribosomal RNA of the small mitochondrial ribosomal subunit; MSU1 allele suppresses ochre stop mutations in mitochondrial protein-coding genes"
"357"	"S000007261"	"ORF"	"Verified"	"Q0050"	"AI1"	"intron-encoded reverse transcriptase aI1"	"chromosome 17"	"L000000066|L000004925"	"17"	13818	16322	"W"	NA	"2000-05-19"	"2000-05-19"	"Reverse transcriptase required for splicing of the COX1 pre-mRNA; encoded by a mobile group II intron within the mitochondrial COX1 gene"
"358"	"S000007262"	"ORF"	"Verified"	"Q0055"	"AI2"	"intron-encoded reverse transcriptase aI2"	"chromosome 17"	"L000004926|L000000067"	"17"	13818	18830	"W"	NA	"2000-05-19"	"2000-05-19"	"Reverse transcriptase required for splicing of the COX1 pre-mRNA; encoded by a mobile group II intron within the mitochondrial COX1 gene"
"359"	"S000007263"	"ORF"	"Verified"	"Q0060"	"AI3"	"intron-encoded DNA endonuclease aI3|I-SceIII"	"chromosome 17"	"L000004927|L000000068"	"17"	13818	19996	"W"	NA	"2000-05-19"	"2000-05-19|2006-01-12"	"Endonuclease I-SceIII; encoded by a mobile group I intron within the mitochondrial COX1 gene"
"360"	"S000007264"	"ORF"	"Verified"	"Q0065"	"AI4"	"intron-encoded DNA endonuclease aI4|I-SceII"	"chromosome 17"	"L000004928|L000004885"	"17"	13818	21935	"W"	NA	"2000-05-19"	"2000-05-19|2006-01-12"	"Endonuclease I-SceII; encoded by a mobile group I intron within the mitochondrial COX1 gene; intron is normally spliced by the BI4p maturase but AI4p can mutate to acquire the same maturase activity"
"361"	"S000007265"	"ORF"	"Verified"	"Q0070"	"AI5_ALPHA"	"intron-encoded DNA endonuclease aI5 alpha"	"chromosome 17"	"L000004929|L000004886"	"17"	13818	23167	"W"	NA	"2000-05-19"	"2000-05-19"	"Endonuclease I-SceIV; involved in intron mobility; encoded by a mobile group I intron within the mitochondrial COX1 gene"
"362"	"S000007260"	"ORF"	"Verified"	"Q0045"	"COX1"	"cytochrome c oxidase subunit 1|OXI3"	"chromosome 17"	"L000004924|L000000383|L000001321"	"17"	13818	26701	"W"	NA	"2000-05-19"	"2000-05-19"	"Subunit I of cytochrome c oxidase (Complex IV); Complex IV is the terminal member of the mitochondrial inner membrane electron transport chain; one of three mitochondrially-encoded subunits"
"363"	"S000007267"	"ORF"	"Verified"	"Q0080"	"ATP8"	"F1F0 ATP synthase subunit 8|AAP1"	"chromosome 17"	"L000004931|L000002723|L000002797"	"17"	27666	27812	"W"	NA	"2000-05-19"	"2000-05-19"	"Subunit 8 of the F0 sector of mitochondrial F1F0 ATP synthase; encoded on the mitochondrial genome; ATP8 and ATP6 mRNAs are not translated in the absence of the F1 sector of ATPase"
"364"	"S000007268"	"ORF"	"Verified"	"Q0085"	"ATP6"	"F1F0 ATP synthase subunit a|PHO1|OLI4|OLI2"	"chromosome 17"	"L000004932|L000001300|L000002722|L000001418|L000001299"	"17"	28487	29266	"W"	NA	"2000-05-19"	"2000-05-19"	"Subunit a of the F0 sector of mitochondrial F1F0 ATP synthase; mitochondrially encoded; translation is specifically activated by Atp22p; ATP6 and ATP8 mRNAs are not translated in the absence of the F1 sector of ATPase; mutations in human ortholog MT-ATP6 are associated with neurodegenerative disorders such as Neurogenic Ataxia and Retinitis Pigmentosa (NARP), Leigh syndrome (LS), Charcot-Marie-Tooth (CMT), and ataxia telangiectasia"
"365"	"S000007270"	"ORF"	"Verified"	"Q0105"	"COB"	"cytochrome b|CYTB|COB1"	"chromosome 17"	"L000004934|L000000376"	"17"	36540	43647	"W"	NA	"2000-05-19"	"2000-05-19"	"Cytochrome b; mitochondrially encoded subunit of the ubiquinol-cytochrome c reductase complex which includes Cobp, Rip1p, Cyt1p, Cor1p, Qcr2p, Qcr6p, Qcr7p, Qcr8p, Qcr9p, and Qcr10p"
"366"	"S000007274"	"ORF"	"Verified"	"Q0130"	"OLI1"	"F0 ATP synthase subunit c|OLI3|ATP9"	"chromosome 17"	"L000004938|L000001298|L000002724"	"17"	46723	46953	"W"	NA	"2000-05-19"	"2000-05-19"	"F0-ATP synthase subunit c (ATPase-associated proteolipid); encoded on the mitochondrial genome; mutation confers oligomycin resistance; expression is specifically dependent on the nuclear genes AEP1 and AEP2"
"367"	"S000007275"	"ORF"	"Verified"	"Q0140"	"VAR1"	"mitochondrial 37S ribosomal protein VAR1|VARI"	"chromosome 17"	"L000004939|L000002456|L000002455"	"17"	48901	50097	"W"	NA	"2000-05-19"	"2000-05-19"	"Mitochondrial ribosomal protein of the small subunit; mitochondrially-encoded; polymorphic in different strains due to variation in number of AAT (asparagine) codons; translated near the mitochondrial inner membrane; may have a role in loss of mitochondrial DNA under stress conditions"
"368"	"S000007279"	"ORF"	"Verified"	"Q0160"	"SCEI"	"intron-encoded endonuclease I-SceI|I-SceIV|OMEGA"	"chromosome 17"	"L000004889|L000001858"	"17"	61022	61729	"W"	NA	"2000-05-19"	"2000-05-19"	"I-SceI DNA endonuclease; encoded by the mitochondrial group I intron of the 21S_rRNA gene; mediates gene conversion that propagates the intron into intron-less copies of the 21S_rRNA gene"
"369"	"S000007324"	"tRNA_gene"	""	"tL(UAA)Q"	""	""	"chromosome 17"	"L000004899"	"17"	66095	66179	"W"	NA	"2000-05-19"	"2000-05-19"	"Mitochondrial leucine tRNA (tRNA-Leu); predicted by tRNAscan-SE analysis; required for mitochondrial translation and indirectly for maintenance of the mitochondrial genome; mutations in the orthologous human gene cause the neurological disease MELAS"
"370"	"S000007281"	"ORF"	"Verified"	"Q0250"	"COX2"	"cytochrome c oxidase subunit 2|OXII|OXI1"	"chromosome 17"	"L000004945|L000000384|L000001322|L000003004"	"17"	73758	74513	"W"	NA	"2000-05-19"	"2000-05-19"	"Subunit II of cytochrome c oxidase (Complex IV); Complex IV is the terminal member of the mitochondrial inner membrane electron transport chain; one of three mitochondrially-encoded subunits"
"371"	"S000007335"	"tRNA_gene"	""	"tT(UAG)Q2"	""	"tT(XXX)Q2"	"chromosome 17"	"L000004910"	"17"	78162	78089	"C"	NA	"2000-05-19"	"2000-05-19"	"Mitochondrial threonine tRNA (tRNA-Thr); decodes CUA codons as threonine rather than leucine; has an unusual enlarged 8-nt anticodon loop; may be evolutionarily derived from mitochondrial tRNA-His; conserved in some genera of budding yeasts"
